Meter ID,Substation,Feeder,Latitude,Longitude,City,Region,Date Time Hour Beginning
MTR-12067,Substation-60,Feeder-24,-26.391315570439257,30.810126641472245,Durban,Western Cape,2023-03-30 01:45:50.959019181
MTR-12068,Substation-57,Feeder-65,-34.90313434324162,25.431345367191444,Johannesburg,KwaZulu-Natal,2023-03-30 01:56:21.619632393
MTR-12069,Substation-71,Feeder-92,-30.238459181149793,23.779061637312367,Johannesburg,Free State,2023-03-30 02:06:52.280245605
MTR-12070,Substation-17,Feeder-80,-22.722173928495515,18.887103966160637,Durban,Western Cape,2023-03-30 02:17:22.940858818
MTR-12071,Substation-50,Feeder-149,-31.64753148526242,26.291023544627954,Johannesburg,Eastern Cape,2023-03-30 02:27:53.601472030
MTR-12072,Substation-32,Feeder-98,-26.922753803061305,18.087095067123478,Bloemfontein,KwaZulu-Natal,2023-03-30 02:38:24.262085242
MTR-12073,Substation-22,Feeder-26,-27.714525824273835,24.981405888736916,Cape Town,Eastern Cape,2023-03-30 02:48:54.922698454
MTR-12074,Substation-55,Feeder-118,-28.639421693109423,21.39061869439278,Johannesburg,Western Cape,2023-03-30 02:59:25.583311667
MTR-12075,Substation-57,Feeder-163,-33.411594057688845,25.8275343941429,Durban,Gauteng,2023-03-30 03:09:56.243924879
MTR-12076,Substation-13,Feeder-80,-24.134105100832812,27.572105137789237,Johannesburg,Free State,2023-03-30 03:20:26.904538091
MTR-12077,Substation-47,Feeder-58,-27.62543426082363,32.10295256754686,Pretoria,Eastern Cape,2023-03-30 03:30:57.565151303
MTR-12078,Substation-87,Feeder-170,-27.997912816994617,26.398734682845955,Johannesburg,Eastern Cape,2023-03-30 03:41:28.225764516
MTR-12079,Substation-62,Feeder-157,-22.660180684989143,21.745336745510116,Pretoria,Eastern Cape,2023-03-30 03:51:58.886377728
MTR-12080,Substation-54,Feeder-157,-33.92359523648481,30.243712157727646,Johannesburg,Western Cape,2023-03-30 04:02:29.546990940
MTR-12081,Substation-29,Feeder-137,-28.609917941903447,27.568593131234692,Durban,Gauteng,2023-03-30 04:13:00.207604153
MTR-12082,Substation-22,Feeder-78,-25.821820180389004,23.098123386843433,Johannesburg,Western Cape,2023-03-30 04:23:30.868217365
MTR-12083,Substation-65,Feeder-121,-24.63701417165141,16.942268976335072,Cape Town,KwaZulu-Natal,2023-03-30 04:34:01.528830577
MTR-12084,Substation-29,Feeder-72,-34.988647728278636,29.948366076179845,Port Elizabeth,Free State,2023-03-30 04:44:32.189443789
MTR-12085,Substation-48,Feeder-2,-26.131487973176988,28.458305892569093,Cape Town,Gauteng,2023-03-30 04:55:02.850057002
MTR-12086,Substation-5,Feeder-2,-22.575824312754172,23.899587765867494,Bloemfontein,Eastern Cape,2023-03-30 05:05:33.510670214
MTR-12087,Substation-35,Feeder-111,-25.50689542304832,25.5936846029023,Bloemfontein,KwaZulu-Natal,2023-03-30 05:16:04.171283426
MTR-12088,Substation-74,Feeder-146,-29.552570796433372,29.152709171104725,Port Elizabeth,KwaZulu-Natal,2023-03-30 05:26:34.831896638
MTR-12089,Substation-83,Feeder-69,-23.61190529457926,24.04307522688923,Port Elizabeth,Eastern Cape,2023-03-30 05:37:05.492509851
MTR-12090,Substation-71,Feeder-122,-23.57786020967793,27.070258471969836,Bloemfontein,Western Cape,2023-03-30 05:47:36.153123063
MTR-12091,Substation-46,Feeder-185,-26.053202244511617,24.154175664208644,Cape Town,Gauteng,2023-03-30 05:58:06.813736275
MTR-12092,Substation-35,Feeder-199,-26.340856498086616,26.614445856665647,Johannesburg,KwaZulu-Natal,2023-03-30 06:08:37.474349487
MTR-12093,Substation-45,Feeder-151,-30.523049072317104,24.678073433059645,Durban,Eastern Cape,2023-03-30 06:19:08.134962700
MTR-12094,Substation-13,Feeder-19,-31.847490706516165,20.48119845319966,Pretoria,Free State,2023-03-30 06:29:38.795575912
MTR-12095,Substation-10,Feeder-19,-26.81244224789023,26.707766951354948,Johannesburg,Eastern Cape,2023-03-30 06:40:09.456189124
MTR-12096,Substation-66,Feeder-186,-34.897529318537224,24.11218820389382,Cape Town,Gauteng,2023-03-30 06:50:40.116802336
MTR-12097,Substation-70,Feeder-112,-24.04102649305755,20.592007346444607,Cape Town,Western Cape,2023-03-30 07:01:10.777415549
MTR-12098,Substation-72,Feeder-177,-23.26492977956854,30.79383344263539,Bloemfontein,Eastern Cape,2023-03-30 07:11:41.438028761
MTR-12099,Substation-25,Feeder-173,-32.86768015522625,21.9617509886996,Cape Town,Western Cape,2023-03-30 07:22:12.098641973
MTR-12100,Substation-44,Feeder-28,-27.55743132446968,21.34697626577684,Pretoria,Gauteng,2023-03-30 07:32:42.759255186
MTR-12101,Substation-60,Feeder-75,-32.68252000198745,16.841778699097645,Durban,Western Cape,2023-03-30 07:43:13.419868398
MTR-12102,Substation-47,Feeder-50,-28.57124811027115,18.39391378110631,Durban,Free State,2023-03-30 07:53:44.080481610
MTR-12103,Substation-40,Feeder-139,-26.70046709297516,22.982927853385167,Johannesburg,Free State,2023-03-30 08:04:14.741094822
MTR-12104,Substation-7,Feeder-55,-29.923021900226246,25.67745731702168,Bloemfontein,Gauteng,2023-03-30 08:14:45.401708035
MTR-12105,Substation-46,Feeder-137,-23.367226279252403,17.15795658612775,Pretoria,Western Cape,2023-03-30 08:25:16.062321247
MTR-12106,Substation-23,Feeder-142,-23.414588138913224,26.108331688044455,Johannesburg,Gauteng,2023-03-30 08:35:46.722934459
MTR-12107,Substation-83,Feeder-113,-28.100444344704393,25.754426057639563,Pretoria,Gauteng,2023-03-30 08:46:17.383547671
MTR-12108,Substation-46,Feeder-149,-27.453879594506073,16.873636323414217,Durban,Western Cape,2023-03-30 08:56:48.044160884
MTR-12109,Substation-86,Feeder-48,-34.964714977249656,27.175826676260314,Durban,Gauteng,2023-03-30 09:07:18.704774096
MTR-12110,Substation-13,Feeder-58,-30.606819442861827,29.267977781439733,Port Elizabeth,Gauteng,2023-03-30 09:17:49.365387308
MTR-12111,Substation-21,Feeder-197,-25.109946597174645,28.059472186640086,Bloemfontein,KwaZulu-Natal,2023-03-30 09:28:20.026000520
MTR-12112,Substation-1,Feeder-137,-22.07719304836378,21.56532469062106,Port Elizabeth,Gauteng,2023-03-30 09:38:50.686613733
MTR-12113,Substation-19,Feeder-195,-22.711305084653276,16.86007803725699,Durban,KwaZulu-Natal,2023-03-30 09:49:21.347226945
MTR-12114,Substation-60,Feeder-18,-33.770353684493344,25.701128920573364,Johannesburg,Eastern Cape,2023-03-30 09:59:52.007840157
MTR-12115,Substation-33,Feeder-12,-29.576459452249182,27.582730065989274,Johannesburg,Western Cape,2023-03-30 10:10:22.668453370
MTR-12116,Substation-4,Feeder-124,-34.28962479555523,30.513670050802585,Johannesburg,Free State,2023-03-30 10:20:53.329066582
MTR-12117,Substation-3,Feeder-16,-24.113471247603716,16.563981588859413,Cape Town,Gauteng,2023-03-30 10:31:23.989679794
MTR-12118,Substation-91,Feeder-165,-25.509225076754156,20.854895711967814,Port Elizabeth,Western Cape,2023-03-30 10:41:54.650293006
MTR-12119,Substation-52,Feeder-148,-23.017282308637995,16.1844849982854,Johannesburg,Free State,2023-03-30 10:52:25.310906219
MTR-12120,Substation-99,Feeder-20,-28.47781026159178,22.90275599755785,Durban,Eastern Cape,2023-03-30 11:02:55.971519431
MTR-12121,Substation-28,Feeder-143,-33.65745706550764,20.005799413481853,Johannesburg,Eastern Cape,2023-03-30 11:13:26.632132643
MTR-12122,Substation-70,Feeder-25,-27.408189062058685,17.261008780390032,Durban,KwaZulu-Natal,2023-03-30 11:23:57.292745855
MTR-12123,Substation-70,Feeder-145,-23.72700904216529,28.881404743553833,Durban,KwaZulu-Natal,2023-03-30 11:34:27.953359068
MTR-12124,Substation-55,Feeder-12,-34.349314880995614,26.98203001377985,Pretoria,Free State,2023-03-30 11:44:58.613972280
MTR-12125,Substation-57,Feeder-109,-24.407165754352015,23.218332824395404,Johannesburg,Eastern Cape,2023-03-30 11:55:29.274585492
MTR-12126,Substation-87,Feeder-170,-26.893144572464045,18.796904820427336,Bloemfontein,Eastern Cape,2023-03-30 12:05:59.935198704
MTR-12127,Substation-97,Feeder-39,-33.28105458574577,25.341938008903234,Pretoria,Western Cape,2023-03-30 12:16:30.595811917
MTR-12128,Substation-16,Feeder-184,-26.430929222567755,19.85815855133211,Durban,Gauteng,2023-03-30 12:27:01.256425129
MTR-12129,Substation-24,Feeder-181,-34.19281115753245,19.63690871899965,Durban,Eastern Cape,2023-03-30 12:37:31.917038341
MTR-12130,Substation-69,Feeder-71,-32.73212761660671,23.96137065614647,Johannesburg,Eastern Cape,2023-03-30 12:48:02.577651553
MTR-12131,Substation-41,Feeder-47,-34.24151799671268,20.044345610334446,Pretoria,Gauteng,2023-03-30 12:58:33.238264766
MTR-12132,Substation-77,Feeder-25,-27.40371496839782,25.167336177511213,Pretoria,Free State,2023-03-30 13:09:03.898877978
MTR-12133,Substation-47,Feeder-178,-31.259499805844683,16.6525349226717,Durban,Western Cape,2023-03-30 13:19:34.559491190
MTR-12134,Substation-76,Feeder-118,-31.25021209422021,20.25297093101325,Cape Town,KwaZulu-Natal,2023-03-30 13:30:05.220104403
MTR-12135,Substation-69,Feeder-33,-26.59598939915753,27.84833992352238,Durban,Eastern Cape,2023-03-30 13:40:35.880717615
MTR-12136,Substation-31,Feeder-29,-33.5700378793108,18.798324365069117,Port Elizabeth,Gauteng,2023-03-30 13:51:06.541330827
MTR-12137,Substation-92,Feeder-3,-26.768355133473214,26.57480024598544,Johannesburg,Western Cape,2023-03-30 14:01:37.201944039
MTR-12138,Substation-92,Feeder-39,-25.927365348725402,16.35253348697728,Bloemfontein,Free State,2023-03-30 14:12:07.862557252
MTR-12139,Substation-30,Feeder-4,-23.85322513652253,27.049591723868403,Pretoria,Gauteng,2023-03-30 14:22:38.523170464
MTR-12140,Substation-18,Feeder-165,-26.271209710124136,27.1523381035493,Johannesburg,Western Cape,2023-03-30 14:33:09.183783676
MTR-12141,Substation-44,Feeder-95,-26.505386362461316,20.888122977701872,Durban,Eastern Cape,2023-03-30 14:43:39.844396888
MTR-12142,Substation-27,Feeder-134,-26.464550831013348,28.303351253245225,Pretoria,Western Cape,2023-03-30 14:54:10.505010101
MTR-12143,Substation-99,Feeder-138,-34.46497652691187,19.16204911005329,Bloemfontein,Gauteng,2023-03-30 15:04:41.165623313
MTR-12144,Substation-26,Feeder-12,-29.25744124265158,22.740033149491296,Cape Town,Eastern Cape,2023-03-30 15:15:11.826236525
MTR-12145,Substation-60,Feeder-118,-27.834710035684253,31.40205108396778,Bloemfontein,Free State,2023-03-30 15:25:42.486849737
MTR-12146,Substation-18,Feeder-66,-26.35379839949542,29.157982103917305,Pretoria,Gauteng,2023-03-30 15:36:13.147462950
MTR-12147,Substation-97,Feeder-131,-31.214274891724553,30.481306411438098,Durban,Western Cape,2023-03-30 15:46:43.808076162
MTR-12148,Substation-89,Feeder-193,-26.187134094597525,22.44430911167158,Durban,Free State,2023-03-30 15:57:14.468689374
MTR-12149,Substation-56,Feeder-64,-29.853887536134568,32.61482755067847,Johannesburg,Eastern Cape,2023-03-30 16:07:45.129302587
MTR-12150,Substation-31,Feeder-35,-25.70076566704534,27.171880891020173,Bloemfontein,Western Cape,2023-03-30 16:18:15.789915799
MTR-12151,Substation-59,Feeder-152,-32.59443756440347,16.02757464335114,Bloemfontein,Gauteng,2023-03-30 16:28:46.450529011
MTR-12152,Substation-2,Feeder-175,-31.039112413082194,17.251482033724795,Bloemfontein,Free State,2023-03-30 16:39:17.111142223
MTR-12153,Substation-97,Feeder-112,-22.65520993775302,27.863989548297347,Durban,Free State,2023-03-30 16:49:47.771755436
MTR-12154,Substation-39,Feeder-52,-25.14707804741591,32.077665297996184,Cape Town,Free State,2023-03-30 17:00:18.432368648
MTR-12155,Substation-61,Feeder-34,-23.31788525988604,28.633257357094138,Johannesburg,Western Cape,2023-03-30 17:10:49.092981860
MTR-12156,Substation-63,Feeder-84,-32.39750473821081,24.85872176734948,Cape Town,Western Cape,2023-03-30 17:21:19.753595072
MTR-12157,Substation-96,Feeder-80,-22.742536997467187,19.402100232691094,Port Elizabeth,Western Cape,2023-03-30 17:31:50.414208285
MTR-12158,Substation-18,Feeder-111,-25.32556984148725,29.631041197355387,Bloemfontein,Free State,2023-03-30 17:42:21.074821497
MTR-12159,Substation-17,Feeder-153,-27.322633693055252,25.756317041910457,Johannesburg,Western Cape,2023-03-30 17:52:51.735434709
MTR-12160,Substation-98,Feeder-197,-34.834238276599294,18.857999699222713,Pretoria,KwaZulu-Natal,2023-03-30 18:03:22.396047921
MTR-12161,Substation-39,Feeder-157,-34.32519319017431,19.702129691429114,Pretoria,Western Cape,2023-03-30 18:13:53.056661134
MTR-12162,Substation-71,Feeder-92,-24.958176127477444,22.56449171321026,Durban,Gauteng,2023-03-30 18:24:23.717274346
MTR-12163,Substation-54,Feeder-192,-26.303341325546853,22.064094951986952,Cape Town,Gauteng,2023-03-30 18:34:54.377887558
MTR-12164,Substation-99,Feeder-181,-32.222304860145414,22.907719891780555,Durban,Eastern Cape,2023-03-30 18:45:25.038500770
MTR-12165,Substation-94,Feeder-186,-29.263160122761853,22.704329497461373,Port Elizabeth,Gauteng,2023-03-30 18:55:55.699113983
MTR-12166,Substation-76,Feeder-41,-26.472409795196292,29.611086374481985,Johannesburg,Free State,2023-03-30 19:06:26.359727195
MTR-12167,Substation-35,Feeder-87,-34.80155276725959,19.89331039720648,Cape Town,Eastern Cape,2023-03-30 19:16:57.020340407
MTR-12168,Substation-11,Feeder-51,-26.197061028343505,19.993161869403842,Pretoria,Eastern Cape,2023-03-30 19:27:27.680953620
MTR-12169,Substation-61,Feeder-126,-29.779853668015466,16.88035223183764,Port Elizabeth,Western Cape,2023-03-30 19:37:58.341566832
MTR-12170,Substation-44,Feeder-146,-33.76670473067686,29.03921152671473,Bloemfontein,Gauteng,2023-03-30 19:48:29.002180044
MTR-12171,Substation-68,Feeder-41,-32.87389800275235,25.489273900779324,Cape Town,Free State,2023-03-30 19:58:59.662793256
MTR-12172,Substation-25,Feeder-99,-29.453694239382386,21.420216142058653,Cape Town,Eastern Cape,2023-03-30 20:09:30.323406469
MTR-12173,Substation-48,Feeder-189,-26.85730780052659,25.260935394689344,Johannesburg,KwaZulu-Natal,2023-03-30 20:20:00.984019681
MTR-12174,Substation-32,Feeder-107,-30.52354898814491,28.769560401406366,Pretoria,Western Cape,2023-03-30 20:30:31.644632893
MTR-12175,Substation-84,Feeder-24,-33.56880863955027,24.909451736683867,Bloemfontein,KwaZulu-Natal,2023-03-30 20:41:02.305246105
MTR-12176,Substation-95,Feeder-47,-24.25786161293253,26.099670248031757,Port Elizabeth,Eastern Cape,2023-03-30 20:51:32.965859318
MTR-12177,Substation-4,Feeder-28,-28.496552866833998,19.03620141061042,Bloemfontein,Free State,2023-03-30 21:02:03.626472530
MTR-12178,Substation-38,Feeder-36,-31.322278157202092,32.54061329267134,Cape Town,KwaZulu-Natal,2023-03-30 21:12:34.287085742
MTR-12179,Substation-63,Feeder-21,-26.116954060468906,30.621665501058644,Bloemfontein,Western Cape,2023-03-30 21:23:04.947698954
MTR-12180,Substation-47,Feeder-184,-30.628412297146745,21.0674878917812,Bloemfontein,Eastern Cape,2023-03-30 21:33:35.608312167
MTR-12181,Substation-1,Feeder-69,-30.297706254831766,17.137075267882672,Cape Town,Eastern Cape,2023-03-30 21:44:06.268925379
MTR-12182,Substation-3,Feeder-154,-31.391059268341408,24.83680585740656,Port Elizabeth,Eastern Cape,2023-03-30 21:54:36.929538591
MTR-12183,Substation-86,Feeder-182,-30.307683135875067,31.06405942658393,Durban,Gauteng,2023-03-30 22:05:07.590151803
MTR-12184,Substation-62,Feeder-44,-31.589065222818707,16.246862761318635,Johannesburg,Free State,2023-03-30 22:15:38.250765016
MTR-12185,Substation-64,Feeder-161,-22.228725884256903,25.60277847529783,Durban,Eastern Cape,2023-03-30 22:26:08.911378228
MTR-12186,Substation-17,Feeder-154,-31.65210304432949,16.3769830088535,Cape Town,Western Cape,2023-03-30 22:36:39.571991440
MTR-12187,Substation-78,Feeder-121,-26.588224053737544,16.351083006228517,Bloemfontein,KwaZulu-Natal,2023-03-30 22:47:10.232604653
MTR-12188,Substation-62,Feeder-150,-32.50195945008696,23.344054964499,Bloemfontein,Gauteng,2023-03-30 22:57:40.893217865
MTR-12189,Substation-35,Feeder-148,-27.761607435001437,29.496470287748323,Pretoria,Gauteng,2023-03-30 23:08:11.553831077
MTR-12190,Substation-13,Feeder-2,-28.383899920994004,16.4363093906696,Durban,Eastern Cape,2023-03-30 23:18:42.214444289
MTR-12191,Substation-35,Feeder-41,-27.801810338930927,24.767070532408447,Cape Town,Gauteng,2023-03-30 23:29:12.875057502
MTR-12192,Substation-43,Feeder-54,-30.36665977931848,28.284922163968595,Port Elizabeth,KwaZulu-Natal,2023-03-30 23:39:43.535670714
MTR-12193,Substation-2,Feeder-185,-23.679744253032144,20.516013499954404,Durban,Western Cape,2023-03-30 23:50:14.196283926
MTR-12194,Substation-56,Feeder-146,-31.127550170587117,25.56636983994004,Johannesburg,Gauteng,2023-03-31 00:00:44.856897138
MTR-12195,Substation-77,Feeder-133,-23.672062113672524,31.036007753345167,Port Elizabeth,Free State,2023-03-31 00:11:15.517510351
MTR-12196,Substation-51,Feeder-46,-29.717602216236585,29.951264528274955,Durban,Free State,2023-03-31 00:21:46.178123563
MTR-12197,Substation-54,Feeder-75,-26.520410966576087,27.107916734169876,Bloemfontein,Gauteng,2023-03-31 00:32:16.838736775
MTR-12198,Substation-16,Feeder-149,-34.86911325154762,19.96712953485093,Port Elizabeth,KwaZulu-Natal,2023-03-31 00:42:47.499349987
MTR-12199,Substation-18,Feeder-150,-29.267311860156735,17.80510942819333,Cape Town,Gauteng,2023-03-31 00:53:18.159963200
MTR-12200,Substation-7,Feeder-3,-26.554459907455755,18.409504257345716,Johannesburg,Eastern Cape,2023-03-31 01:03:48.820576412
MTR-12201,Substation-45,Feeder-9,-31.131073144675,32.89819005621373,Durban,Western Cape,2023-03-31 01:14:19.481189624
MTR-12202,Substation-36,Feeder-2,-30.821266931895465,28.26976322216159,Bloemfontein,KwaZulu-Natal,2023-03-31 01:24:50.141802837
MTR-12203,Substation-41,Feeder-28,-29.839086938340543,19.64810316446762,Port Elizabeth,Gauteng,2023-03-31 01:35:20.802416049
MTR-12204,Substation-94,Feeder-34,-31.501770290473495,26.06495143942299,Bloemfontein,Free State,2023-03-31 01:45:51.463029261
MTR-12205,Substation-42,Feeder-181,-27.160060328999478,16.3230731236801,Durban,Western Cape,2023-03-31 01:56:22.123642473
MTR-12206,Substation-7,Feeder-59,-34.36084572189739,30.080495140929948,Bloemfontein,KwaZulu-Natal,2023-03-31 02:06:52.784255686
MTR-12207,Substation-15,Feeder-10,-24.19516878352115,29.573887684453553,Johannesburg,Western Cape,2023-03-31 02:17:23.444868898
MTR-12208,Substation-60,Feeder-83,-22.520166251273675,27.17898611173819,Durban,Gauteng,2023-03-31 02:27:54.105482110
MTR-12209,Substation-40,Feeder-93,-32.8465850412526,19.567249789607633,Bloemfontein,Free State,2023-03-31 02:38:24.766095322
MTR-12210,Substation-83,Feeder-2,-32.073501985175156,24.50758074033545,Bloemfontein,Free State,2023-03-31 02:48:55.426708535
MTR-12211,Substation-37,Feeder-48,-22.664843440771104,27.57165869607342,Cape Town,Free State,2023-03-31 02:59:26.087321747
MTR-12212,Substation-66,Feeder-134,-32.86611236097836,22.32452507392468,Pretoria,Gauteng,2023-03-31 03:09:56.747934959
MTR-12213,Substation-55,Feeder-44,-33.617603660458656,26.249190201647828,Bloemfontein,Eastern Cape,2023-03-31 03:20:27.408548171
MTR-12214,Substation-77,Feeder-182,-24.687603511827582,21.416766923340752,Durban,Western Cape,2023-03-31 03:30:58.069161384
MTR-12215,Substation-95,Feeder-199,-26.190409177049933,24.65214464857415,Port Elizabeth,KwaZulu-Natal,2023-03-31 03:41:28.729774596
MTR-12216,Substation-80,Feeder-36,-26.161723564163616,20.78640756997582,Cape Town,Free State,2023-03-31 03:51:59.390387808
MTR-12217,Substation-56,Feeder-136,-32.05360670867723,28.076517911676437,Bloemfontein,Western Cape,2023-03-31 04:02:30.051001020
MTR-12218,Substation-44,Feeder-83,-30.113059071359526,18.49381484950444,Port Elizabeth,Eastern Cape,2023-03-31 04:13:00.711614233
MTR-12219,Substation-57,Feeder-10,-32.928710127374806,22.0225083694935,Port Elizabeth,Western Cape,2023-03-31 04:23:31.372227445
MTR-12220,Substation-6,Feeder-161,-32.89914470178585,28.00274610412038,Durban,Eastern Cape,2023-03-31 04:34:02.032840657
MTR-12221,Substation-92,Feeder-102,-28.556129078317305,27.809198045200596,Cape Town,Gauteng,2023-03-31 04:44:32.693453870
MTR-12222,Substation-32,Feeder-93,-26.25475903643929,24.870426398212132,Port Elizabeth,Gauteng,2023-03-31 04:55:03.354067082
MTR-12223,Substation-74,Feeder-19,-30.83061756897087,17.50869382358131,Cape Town,Eastern Cape,2023-03-31 05:05:34.014680294
MTR-12224,Substation-18,Feeder-18,-28.82030046739687,24.24672063568821,Johannesburg,Western Cape,2023-03-31 05:16:04.675293506
MTR-12225,Substation-68,Feeder-115,-30.471354231740555,17.959795486666046,Durban,Western Cape,2023-03-31 05:26:35.335906719
MTR-12226,Substation-73,Feeder-179,-23.10784006776299,22.154445679706644,Pretoria,Western Cape,2023-03-31 05:37:05.996519931
MTR-12227,Substation-7,Feeder-23,-25.85567841707416,20.448167671576464,Cape Town,Gauteng,2023-03-31 05:47:36.657133143
MTR-12228,Substation-8,Feeder-129,-26.87301146529528,31.42069238332335,Johannesburg,Free State,2023-03-31 05:58:07.317746355
MTR-12229,Substation-64,Feeder-59,-25.505841869636466,23.922002695664773,Pretoria,Eastern Cape,2023-03-31 06:08:37.978359568
MTR-12230,Substation-7,Feeder-107,-31.516573788625273,29.18444815363109,Port Elizabeth,Gauteng,2023-03-31 06:19:08.638972780
MTR-12231,Substation-41,Feeder-131,-22.912683458505647,23.516826684913255,Durban,KwaZulu-Natal,2023-03-31 06:29:39.299585992
MTR-12232,Substation-40,Feeder-10,-32.40664112337703,21.178472840757053,Port Elizabeth,Western Cape,2023-03-31 06:40:09.960199204
MTR-12233,Substation-3,Feeder-123,-33.20488811695019,23.37076645018768,Port Elizabeth,Western Cape,2023-03-31 06:50:40.620812417
MTR-12234,Substation-17,Feeder-199,-23.221992392973267,31.182457981407993,Johannesburg,Western Cape,2023-03-31 07:01:11.281425629
MTR-12235,Substation-66,Feeder-49,-31.621140420562106,17.692757791551625,Cape Town,Western Cape,2023-03-31 07:11:41.942038841
MTR-12236,Substation-79,Feeder-56,-23.971272641219876,22.453723890950666,Port Elizabeth,Free State,2023-03-31 07:22:12.602652053
MTR-12237,Substation-93,Feeder-90,-31.130445992250856,20.172617667924314,Pretoria,Gauteng,2023-03-31 07:32:43.263265266
MTR-12238,Substation-52,Feeder-144,-31.17184806119533,24.282045138785847,Cape Town,Gauteng,2023-03-31 07:43:13.923878478
MTR-12239,Substation-22,Feeder-39,-22.54888144770227,26.047254837963994,Pretoria,KwaZulu-Natal,2023-03-31 07:53:44.584491690
MTR-12240,Substation-4,Feeder-109,-22.45110285201103,28.09883549062384,Port Elizabeth,Gauteng,2023-03-31 08:04:15.245104903
MTR-12241,Substation-6,Feeder-96,-22.496710234371946,18.265409922399556,Port Elizabeth,Eastern Cape,2023-03-31 08:14:45.905718115
MTR-12242,Substation-38,Feeder-44,-33.21637996871507,26.046549156661882,Johannesburg,KwaZulu-Natal,2023-03-31 08:25:16.566331327
MTR-12243,Substation-26,Feeder-8,-27.567994459453192,29.17064801113449,Pretoria,Eastern Cape,2023-03-31 08:35:47.226944539
MTR-12244,Substation-11,Feeder-136,-34.5261688991054,27.60633874191373,Bloemfontein,KwaZulu-Natal,2023-03-31 08:46:17.887557752
MTR-12245,Substation-90,Feeder-45,-26.075957522492715,24.164775509758165,Pretoria,Free State,2023-03-31 08:56:48.548170964
MTR-12246,Substation-17,Feeder-139,-26.275405269422233,26.11396181156863,Johannesburg,Free State,2023-03-31 09:07:19.208784176
MTR-12247,Substation-88,Feeder-97,-22.099766849046084,31.298139069479355,Port Elizabeth,Western Cape,2023-03-31 09:17:49.869397388
MTR-12248,Substation-92,Feeder-153,-23.58834393609591,24.49903813127955,Durban,Gauteng,2023-03-31 09:28:20.530010601
MTR-12249,Substation-99,Feeder-17,-32.16358757264864,29.955006414236244,Bloemfontein,Eastern Cape,2023-03-31 09:38:51.190623813
MTR-12250,Substation-31,Feeder-83,-29.230629402595103,32.28169564876701,Durban,Gauteng,2023-03-31 09:49:21.851237025
MTR-12251,Substation-77,Feeder-183,-31.65521118652772,17.008950620464525,Bloemfontein,Western Cape,2023-03-31 09:59:52.511850237
MTR-12252,Substation-35,Feeder-79,-34.379304637913464,30.654188819888603,Port Elizabeth,Eastern Cape,2023-03-31 10:10:23.172463450
MTR-12253,Substation-16,Feeder-56,-30.027914892458135,17.865925032078923,Cape Town,Free State,2023-03-31 10:20:53.833076662
MTR-12254,Substation-79,Feeder-44,-33.59986342292713,17.13057654465456,Durban,Free State,2023-03-31 10:31:24.493689874
MTR-12255,Substation-18,Feeder-53,-25.056386280526304,23.261357775985953,Bloemfontein,Western Cape,2023-03-31 10:41:55.154303087
MTR-12256,Substation-62,Feeder-163,-29.937467225706758,24.354887026551918,Cape Town,Eastern Cape,2023-03-31 10:52:25.814916299
MTR-12257,Substation-27,Feeder-39,-34.5938840955564,17.45581657612244,Port Elizabeth,Eastern Cape,2023-03-31 11:02:56.475529511
MTR-12258,Substation-35,Feeder-130,-31.480901465175663,32.32185125525005,Port Elizabeth,Free State,2023-03-31 11:13:27.136142723
MTR-12259,Substation-45,Feeder-98,-30.67434227067801,16.93239407165436,Bloemfontein,Western Cape,2023-03-31 11:23:57.796755936
MTR-12260,Substation-35,Feeder-25,-29.10852138622061,27.871185858544358,Pretoria,Western Cape,2023-03-31 11:34:28.457369148
MTR-12261,Substation-28,Feeder-166,-26.14445755558277,21.924298465984627,Pretoria,Free State,2023-03-31 11:44:59.117982360
MTR-12262,Substation-9,Feeder-196,-24.757479604602302,18.196164809672972,Cape Town,Gauteng,2023-03-31 11:55:29.778595572
MTR-12263,Substation-76,Feeder-80,-22.184521771305015,29.76336088294142,Johannesburg,KwaZulu-Natal,2023-03-31 12:06:00.439208785
MTR-12264,Substation-15,Feeder-32,-23.895061113492616,29.64096566856577,Durban,Western Cape,2023-03-31 12:16:31.099821997
MTR-12265,Substation-21,Feeder-79,-29.051018260728384,31.416495901573494,Bloemfontein,Free State,2023-03-31 12:27:01.760435209
MTR-12266,Substation-52,Feeder-78,-33.62863576917154,30.249219610321653,Port Elizabeth,Eastern Cape,2023-03-31 12:37:32.421048421
MTR-12267,Substation-35,Feeder-169,-26.36805741131859,24.980773721791753,Bloemfontein,Western Cape,2023-03-31 12:48:03.081661634
MTR-12268,Substation-97,Feeder-79,-29.509025590106603,17.792090421795695,Bloemfontein,Eastern Cape,2023-03-31 12:58:33.742274846
MTR-12269,Substation-51,Feeder-71,-29.72727520080946,29.70628179468976,Durban,Eastern Cape,2023-03-31 13:09:04.402888058
MTR-12270,Substation-83,Feeder-7,-30.609261676881708,16.609722197871022,Durban,Eastern Cape,2023-03-31 13:19:35.063501270
MTR-12271,Substation-55,Feeder-18,-32.80492947841121,27.90588439942495,Pretoria,Eastern Cape,2023-03-31 13:30:05.724114483
MTR-12272,Substation-87,Feeder-17,-33.84567719863869,16.847399235204165,Bloemfontein,Gauteng,2023-03-31 13:40:36.384727695
MTR-12273,Substation-77,Feeder-117,-24.354426140765483,20.075179739857813,Port Elizabeth,Western Cape,2023-03-31 13:51:07.045340907
